DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,GADM Admin Units,Entry Date,Last Update
2010-9181-ZWE,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,ZWE,Zimbabwe,Sub-Saharan Africa,Africa,"Manicaland, Mashonaland Central, Mashonaland East, Mashonaland West, Masvingo, Matabeleland North, Matabeleland South, Midlands provinces",,Food shortage,No,No,No,,,Km2,,,,2010,5,,2013,,,,,1667618,,1667618,,,,,,,69.51329329,"[{""adm1_code"":3437,""adm1_name"":""Manicaland""},{""adm1_code"":3438,""adm1_name"":""Mashonaland Central""},{""adm1_code"":3440,""adm1_name"":""Mashonaland West""},{""adm1_code"":3441,""adm1_name"":""Masvingo""},{""adm1_code"":3443,""adm1_name"":""Matabeleland South""},{""adm1_code"":3444,""adm1_name"":""Midlands""},{""adm1_code"":69549,""adm1_name"":""Matabeleland North""},{""adm1_code"":69550,""adm1_name"":""Mashonaland East""}]","[{""gid_1"":""ZWE.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Midlands""},{""gid_1"":""ZWE.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Manicaland""},{""gid_1"":""ZWE.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Mashonaland Central""},{""gid_1"":""ZWE.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Mashonaland East""},{""gid_1"":""ZWE.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Mashonaland West""},{""gid_1"":""ZWE.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Masvingo""},{""gid_1"":""ZWE.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Matabeleland North""},{""gid_1"":""ZWE.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Matabeleland South""}]",2013-11-26,2025-12-20
2010-9292-MRT,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,MRT,Mauritania,Sub-Saharan Africa,Africa,"Assaba, Brakna, Gorgol, Guidimakha, Hodh Ech Gharbi, Nouakchott, Tagant, Trarza provinces; Amourj, Bassikounou, Djigueni, Nema, Timbedra districts (Hodh Ech Chargi province) (Southern Mauritania/Sahel region)",Seasonal rain above the average in 2010 and 2011,Food shortage,No,Yes,No,,,Km2,,,,2010,,,2011,,,,,838000,,838000,,,,,,,69.51329329,"[{""adm1_code"":2005,""adm1_name"":""Assaba""},{""adm1_code"":2006,""adm1_name"":""Brakna""},{""adm1_code"":2008,""adm1_name"":""Gorgol""},{""adm1_code"":2009,""adm1_name"":""Guidimakha""},{""adm1_code"":2011,""adm1_name"":""Hodh El Gharbi""},{""adm1_code"":2013,""adm1_name"":""Nouakchott""},{""adm1_code"":2014,""adm1_name"":""Tagant""},{""adm1_code"":2016,""adm1_name"":""Trarza""},{""adm2_code"":19511,""adm2_name"":""Amourj""},{""adm2_code"":19512,""adm2_name"":""Bassikounou""},{""adm2_code"":19513,""adm2_name"":""Djigueni""},{""adm2_code"":19514,""adm2_name"":""Nema""},{""adm2_code"":19516,""adm2_name"":""Timbedra""}]","[{""gid_1"":""MRT.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""bufhaus1"",""name_1"":""Nouakchott""},{""gid_1"":""MRT.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tagant""},{""gid_1"":""MRT.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Trarza""},{""gid_1"":""MRT.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Assaba""},{""gid_1"":""MRT.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Brakna""},{""gid_1"":""MRT.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Gorgol""},{""gid_1"":""MRT.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Guidimaka""},{""gid_1"":""MRT.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Hodh el Gharbi""},{""gid_2"":""MRT.7.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Amourj""},{""gid_2"":""MRT.7.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bassikounou""},{""gid_2"":""MRT.7.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Djiguenni""},{""gid_2"":""MRT.7.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Néma""},{""gid_2"":""MRT.7.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Timbédra""}]",2012-01-04,2025-12-20
2011-9529-NER,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,NER,Niger,Sub-Saharan Africa,Africa,"Diffa, N'Guigmi districts (Diffa province); Dogondoutchi, Loga districts (Dosso province); Aguie, Guidan Roumji, Madarounfa, Mayahi districts (Maradi province); Bouza, Illela, Birni N'konni, Madaoua districts (Tahoua province); Filingue, Ouallam, Tera, Tillaberi (Tillaberi); Goure, Matamey, Tanout (Zinder)","Dry spells and pests, bad harvests 2010/2011",Food shortage,Yes,No,No,,,Km2,,,,2011,,,2012,,,,,3000000,,3000000,,,,,,,71.70772361,"[{""adm2_code"":22554,""adm2_name"":""Diffa""},{""adm2_code"":22556,""adm2_name"":""N'guigmi""},{""adm2_code"":22558,""adm2_name"":""Dogondoutchi""},{""adm2_code"":22561,""adm2_name"":""Loga""},{""adm2_code"":22562,""adm2_name"":""Aguie""},{""adm2_code"":22564,""adm2_name"":""Guidan Roumji""},{""adm2_code"":22565,""adm2_name"":""Madarounfa""},{""adm2_code"":22566,""adm2_name"":""Mayahi""},{""adm2_code"":22571,""adm2_name"":""Birni N'konni""},{""adm2_code"":22572,""adm2_name"":""Bouza""},{""adm2_code"":22573,""adm2_name"":""Illela""},{""adm2_code"":22575,""adm2_name"":""Madaoua""},{""adm2_code"":22578,""adm2_name"":""Filingue""},{""adm2_code"":22580,""adm2_name"":""Ouallam""},{""adm2_code"":22582,""adm2_name"":""Tera""},{""adm2_code"":22583,""adm2_name"":""Tillaberi""},{""adm2_code"":22584,""adm2_name"":""Goure""},{""adm2_code"":22586,""adm2_name"":""Matamey""},{""adm2_code"":22588,""adm2_name"":""Tanout""}]","[{""gid_2"":""NER.2.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Diffa""},{""gid_2"":""NER.2.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""N'Guigmi""},{""gid_2"":""NER.3.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Dogon-Doutchi""},{""gid_2"":""NER.3.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Loga""},{""gid_2"":""NER.4.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Aguié""},{""gid_2"":""NER.4.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Groumdji""},{""gid_2"":""NER.4.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Madarounfa""},{""gid_2"":""NER.4.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Mayahi""},{""gid_2"":""NER.6.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bkonni""},{""gid_2"":""NER.6.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bouza""},{""gid_2"":""NER.6.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Illéla""},{""gid_2"":""NER.6.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Madaoua""},{""gid_2"":""NER.7.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Filingué""},{""gid_2"":""NER.7.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ouallam""},{""gid_2"":""NER.7.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Téra""},{""gid_2"":""NER.7.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tillabéry""},{""gid_2"":""NER.8.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Gouré""},{""gid_2"":""NER.8.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Matameye""},{""gid_2"":""NER.8.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tanout""}]",2014-05-05,2025-12-20
2011-9560-SEN,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:OT-2011-000193,,SEN,Senegal,Sub-Saharan Africa,Africa,"Kaffrine, Kedougou, Tambacounda, Saint-Louis, Matam, Diourbel, Kolda, Kaolack, Fatick provinces, Louga, Linguere districts (Louga province)",Poor rainy season,Food shortage,Yes,No,No,,,Km2,,,,2011,12,,2013,,,,,850000,,850000,,,,,,,71.70772361,"[{""adm1_code"":1373,""adm1_name"":""Kaolack""},{""adm1_code"":1374,""adm1_name"":""Kedougou""},{""adm1_code"":1375,""adm1_name"":""Kolda""},{""adm1_code"":1377,""adm1_name"":""Tambacounda""},{""adm1_code"":1378,""adm1_name"":""Kaffrine""},{""adm1_code"":47585,""adm1_name"":""Diourbel""},{""adm1_code"":47586,""adm1_name"":""Fatick""},{""adm1_code"":47588,""adm1_name"":""Matam""},{""adm1_code"":47589,""adm1_name"":""Saint louis""},{""adm2_code"":25336,""adm2_name"":""Louga""},{""adm2_code"":47594,""adm2_name"":""Linguere""}]","[{""gid_1"":""SEN.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Saint-Louis""},{""gid_1"":""SEN.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tambacounda""},{""gid_1"":""SEN.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Diourbel""},{""gid_1"":""SEN.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Fatick""},{""gid_1"":""SEN.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kaffrine""},{""gid_1"":""SEN.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kaolack""},{""gid_1"":""SEN.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kédougou""},{""gid_1"":""SEN.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kolda""},{""gid_1"":""SEN.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Matam""},{""gid_2"":""SEN.8.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Linguère""},{""gid_2"":""SEN.8.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Louga""}]",2014-07-29,2025-12-20
2011-9629-LSO,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:OT-2012-000155,,LSO,Lesotho,Sub-Saharan Africa,Africa,"Quthing, Mohale's Hoek, Mafeteng, Maseru, Berea, Leribe, Butha Buthe, Mokhotlong, Thaba-Tseka provinces",Polonged periods of drought follwoed by excessive rains,Food shortage,No,No,No,,,Km2,,,,2011,12,,2012,10,,,,725515,,725515,,,,,,,71.70772361,"[{""adm1_code"":1803,""adm1_name"":""Berea""},{""adm1_code"":1804,""adm1_name"":""Butha Buthe""},{""adm1_code"":1805,""adm1_name"":""Leribe""},{""adm1_code"":1806,""adm1_name"":""Mafeteng""},{""adm1_code"":1807,""adm1_name"":""Maseru""},{""adm1_code"":1808,""adm1_name"":""Mohale's Hoek""},{""adm1_code"":1809,""adm1_name"":""Mokhotlong""},{""adm1_code"":1811,""adm1_name"":""Quthing""},{""adm1_code"":1812,""adm1_name"":""Thaba Tseka""}]","[{""gid_1"":""LSO.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Thaba-Tseka""},{""gid_1"":""LSO.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Berea""},{""gid_1"":""LSO.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Butha-Buthe""},{""gid_1"":""LSO.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Leribe""},{""gid_1"":""LSO.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Mafeteng""},{""gid_1"":""LSO.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Maseru""},{""gid_1"":""LSO.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Mohale's Hoek""},{""gid_1"":""LSO.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Mokhotlong""},{""gid_1"":""LSO.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Quthing""}]",2014-07-29,2025-12-20
2011-9663-ETH,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:OT-2012-000049,,ETH,Ethiopia,Sub-Saharan Africa,Africa,"Dire Dawa, Gambela, Hareri, Oromia, SNNPR, Somali, Addis Ababa provinces (Southern Ethiopia)","Consecutive seasons of poor rainfall, rapid population growth, sustained high food prices, endemic poverty",Food shortage,No,No,No,,,Km2,,,,2012,,,2012,,,,,1000000,,1000000,,,,,,,73.19159161,"[{""adm1_code"":1227,""adm1_name"":""Addis Ababa""},{""adm1_code"":1231,""adm1_name"":""Dire Dawa""},{""adm1_code"":1232,""adm1_name"":""Gambela""},{""adm1_code"":1233,""adm1_name"":""Hareri""},{""adm1_code"":1236,""adm1_name"":""SNNPR""},{""adm1_code"":47678,""adm1_name"":""Oromia""},{""adm1_code"":47679,""adm1_name"":""Somali""}]","[{""gid_1"":""ETH.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Southern Nations, Nationalities""},{""gid_1"":""ETH.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Addis Abeba""},{""gid_1"":""ETH.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Dire Dawa""},{""gid_1"":""ETH.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Gambela Peoples""},{""gid_1"":""ETH.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Harari People""},{""gid_1"":""ETH.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Oromia""},{""gid_1"":""ETH.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Somali""}]",2014-04-30,2025-12-20
2012-9628-CMR,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,CMR,Cameroon,Sub-Saharan Africa,Africa,"Nord, Extrème-Nord provinces (Northern regions)",,,Yes,No,No,,,Km2,,,,2012,6,,2012,12,,,,12000,,12000,,,,,,,73.19159161,"[{""adm1_code"":818,""adm1_name"":""Extrême - Nord""},{""adm1_code"":820,""adm1_name"":""Nord""}]","[{""gid_1"":""CMR.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Extrême-Nord""},{""gid_1"":""CMR.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Nord""}]",2014-05-05,2025-12-20
2013-9478-ZWE,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:OT-2013-000150,,ZWE,Zimbabwe,Sub-Saharan Africa,Africa,"Manicaland, Masvingo, Matabeleland North, Matabeleland South, Mashonaland Central, Midlands provinces","Slow onset of rainy season followed by severe flooding and then long dry spell, El Nino",Food shortage|Water shortage,Yes,No,Yes,,,Km2,,,,2013,1,,2017,1,,,,4300000,,4300000,,,,,500000,673276,74.26372907,"[{""adm1_code"":3437,""adm1_name"":""Manicaland""},{""adm1_code"":3438,""adm1_name"":""Mashonaland Central""},{""adm1_code"":3441,""adm1_name"":""Masvingo""},{""adm1_code"":3443,""adm1_name"":""Matabeleland South""},{""adm1_code"":3444,""adm1_name"":""Midlands""},{""adm1_code"":69549,""adm1_name"":""Matabeleland North""},{""adm1_code"":69550,""adm1_name"":""Mashonaland East""}]","[{""gid_1"":""ZWE.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Midlands""},{""gid_1"":""ZWE.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Manicaland""},{""gid_1"":""ZWE.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Mashonaland Central""},{""gid_1"":""ZWE.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Mashonaland East""},{""gid_1"":""ZWE.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Masvingo""},{""gid_1"":""ZWE.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Matabeleland North""},{""gid_1"":""ZWE.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Matabeleland South""}]",2015-10-28,2025-12-20
2014-9196-BFA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,BFA,Burkina Faso,Sub-Saharan Africa,Africa,Sahel province,,Food shortage,No,No,No,,,Km2,,,,2014,5,,2014,,,,,4000000,,4000000,,,,,,,75.46845568,"[{""adm1_code"":40287,""adm1_name"":""Sahel""}]","[{""gid_1"":""BFA.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sahel""}]",2014-06-27,2025-12-20
2014-9231-SOM,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,SOM,Somalia,Sub-Saharan Africa,Africa,"Mogasdischio city (Banadir district, Banadir province), Bakool, Gedo, Juba Dhexe, Hiraan, Shabelle Hoose; Puntland, Bari, Karkaar, Sanaag Sool",Short and poorrainy season,Famine|Food shortage,No,No,No,,,Km2,,,,2014,7,,2017,,,,,535624,,535624,,,,,,,75.46845568,"[{""adm1_code"":2689,""adm1_name"":""Bakool""},{""adm1_code"":2690,""adm1_name"":""Bari""},{""adm1_code"":2694,""adm1_name"":""Gedo""},{""adm1_code"":2695,""adm1_name"":""Hiraan""},{""adm1_code"":2697,""adm1_name"":""Shabelle Hoose""},{""adm1_code"":2698,""adm1_name"":""Juba Dhexe""},{""adm1_code"":2701,""adm1_name"":""Nugaal""},{""adm1_code"":2702,""adm1_name"":""Sanaag""},{""adm1_code"":2703,""adm1_name"":""Sool""},{""adm2_code"":25672,""adm2_name"":""Banadir""}]","[{""gid_1"":""SOM.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Nugaal""},{""gid_1"":""SOM.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sanaag""},{""gid_1"":""SOM.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Shabeellaha Hoose""},{""gid_1"":""SOM.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sool""},{""gid_1"":""SOM.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Bakool""},{""gid_1"":""SOM.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Bari""},{""gid_1"":""SOM.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Gedo""},{""gid_1"":""SOM.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Hiiraan""},{""gid_1"":""SOM.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jubbada Dhexe""},{""gid_2"":""SOM.3.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Mogadisho""}]",2014-07-22,2025-12-20
2014-9533-MDG,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,MDG,Madagascar,Sub-Saharan Africa,Africa,"Androy, Anosy provinces; Atsimo Andrefana, Menabe provinces (South-West regions)",,Famine,No,No,No,,,Km2,,,,2014,11,,2015,2,,,,20000,,20000,,,,,,,75.46845568,"[{""adm1_code"":41754,""adm1_name"":""Androy""},{""adm1_code"":41755,""adm1_name"":""Anosy""},{""adm1_code"":41756,""adm1_name"":""Atsimo Andrefana""},{""adm1_code"":41767,""adm1_name"":""Menabe""}]","[{""gid_2"":""MDG.6.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Androy""},{""gid_2"":""MDG.6.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Anosy""},{""gid_2"":""MDG.6.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Atsimo-Andrefana""},{""gid_2"":""MDG.6.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Menabe""}]",2015-03-05,2025-12-20
2014-9573-SEN,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,SEN,Senegal,Sub-Saharan Africa,Africa,"Kanel district (Matam province), Podor district (Saint Louis province), Fatick district (Fatick province), Goudomp district (Sedhiou province)",Rainfall deficit,Food shortage,Yes,No,No,,,Km2,,,,2014,9,,2015,4,,,,639702,,639702,,,,,,,75.46845568,"[{""adm2_code"":1394,""adm2_name"":""Goudomp""},{""adm2_code"":25325,""adm2_name"":""Fatick""},{""adm2_code"":47593,""adm2_name"":""Kanel""},{""adm2_code"":47598,""adm2_name"":""Podor""}]","[{""gid_2"":""SEN.10.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Podor""},{""gid_2"":""SEN.11.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Goudomp""},{""gid_2"":""SEN.3.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Fatick""},{""gid_2"":""SEN.9.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kanel""}]",2015-06-01,2025-12-20
2017-9343-MRT,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:OT-2017-000112,,MRT,Mauritania,Sub-Saharan Africa,Africa,"Brakna, Gorgol, Guidimakha",Lack of rain,Food shortage,Yes,No,No,,,Km2,,,,2017,4,,2017,8,,,,3893774,,3893774,,,,,,,78.14100176,"[{""adm1_code"":2006,""adm1_name"":""Brakna""},{""adm1_code"":2008,""adm1_name"":""Gorgol""},{""adm1_code"":2009,""adm1_name"":""Guidimakha""}]","[{""gid_1"":""MRT.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Brakna""},{""gid_1"":""MRT.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Gorgol""},{""gid_1"":""MRT.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Guidimaka""}]",2017-08-17,2025-12-20
2015-9307-BWA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,BWA,Botswana,Sub-Saharan Africa,Africa,All country,"Lack of rain, heat wave",,No,No,Yes,,,Km2,,,,2015,7,,2015,12,,,,,,,,,,,44000,58233,75.55797677,"[{""adm1_code"":654,""adm1_name"":""Central""},{""adm1_code"":655,""adm1_name"":""Chobe""},{""adm1_code"":656,""adm1_name"":""Ghanzi""},{""adm1_code"":657,""adm1_name"":""Kgalagadi""},{""adm1_code"":658,""adm1_name"":""Kgatleng""},{""adm1_code"":659,""adm1_name"":""Kweneng""},{""adm1_code"":660,""adm1_name"":""Ngamiland""},{""adm1_code"":661,""adm1_name"":""North East""},{""adm1_code"":662,""adm1_name"":""South-East""},{""adm1_code"":663,""adm1_name"":""Southern""}]","[{""gid_1"":""BWA.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Lobatse""},{""gid_1"":""BWA.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""North-East""},{""gid_1"":""BWA.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""North-West""},{""gid_1"":""BWA.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""South-East""},{""gid_1"":""BWA.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Southern""},{""gid_1"":""BWA.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Central""},{""gid_1"":""BWA.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Chobe""},{""gid_1"":""BWA.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Gaborone""},{""gid_1"":""BWA.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Ghanzi""},{""gid_1"":""BWA.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kgalagadi""},{""gid_1"":""BWA.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kgatleng""},{""gid_1"":""BWA.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kweneng""}]",2015-08-03,2025-12-20
