DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,GADM Admin Units,Entry Date,Last Update
2015-9373-SDN,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,SDN,Sudan,Northern Africa,Africa,"Southern Kordofan, Blue Nile provinces",,Food shortage,No,No,No,,,Km2,,,,2015,8,,2015,8,,,,800000,,800000,,,,,,,75.55797677,"[{""adm1_code"":2749,""adm1_name"":""Blue Nile""},{""adm1_code"":4150,""adm1_name"":""Southern Kordofan""}]","[{""gid_1"":""SDN.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Blue Nile""},{""gid_2"":""SDN.15.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Abu Jubaiyah""},{""gid_2"":""SDN.15.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Dilling""},{""gid_2"":""SDN.15.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Kadugli""},{""gid_2"":""SDN.15.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Rashad""},{""gid_2"":""SDN.15.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Talodi""},{""gid_2"":""SDN.17.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Abyei""},{""gid_2"":""SDN.17.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""As Salam""},{""gid_2"":""SDN.17.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Lagawa""}]",2015-08-24,2025-12-20
2015-9500-ZAF,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,ZAF,South Africa,Sub-Saharan Africa,Africa,"KwaZulu-Natal, Free state, Limpopo, Mpumalanga, North-West, Western Cape provinces",El Nino,Heat wave,No,No,Yes,,,Km2,,,,2015,1,,2017,5,,,,2700000,,2700000,,,,,250000,330872,75.55797677,"[{""adm1_code"":2707,""adm1_name"":""Free State""},{""adm1_code"":2714,""adm1_name"":""Western Cape""},{""adm1_code"":77311,""adm1_name"":""KwaZulu-Natal""},{""adm1_code"":77312,""adm1_name"":""Limpopo""},{""adm1_code"":77313,""adm1_name"":""Mpumalanga""},{""adm1_code"":77314,""adm1_name"":""North West""}]","[{""gid_1"":""ZAF.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Free State""},{""gid_1"":""ZAF.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""KwaZulu-Natal""},{""gid_1"":""ZAF.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Limpopo""},{""gid_1"":""ZAF.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Mpumalanga""},{""gid_1"":""ZAF.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""North West""},{""gid_1"":""ZAF.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Western Cape""}]",2015-11-16,2025-12-20
2015-9545-ETH,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:DR-2015-000109,,ETH,Ethiopia,Sub-Saharan Africa,Africa,"Somali, Afar, Oromia, Amhara, Nations du Sud provinces",El Nino,Famine,No,No,No,,,Km2,,,,2015,9,,2017,4,,,,10200000,,10200000,,,,,1400000,1852882,75.55797677,"[{""adm1_code"":1228,""adm1_name"":""Afar""},{""adm1_code"":47679,""adm1_name"":""Somali""}]","[{""gid_1"":""ETH.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Afar""},{""gid_1"":""ETH.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Somali""}]",2015-12-16,2025-12-20
2015-9575-GMB,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:OT-2015-000021,,GMB,Gambia,Sub-Saharan Africa,Africa,"NO DATA: all country selected: Central River, North Bank (mainly?), Kanifing Municipal Council, Lower River, Upper River, West Coast provinces",,Food shortage,No,No,No,,,Km2,,,,2015,1,,2015,12,,,,63100,,63100,,,,,,,75.55797677,"[{""adm1_code"":1285,""adm1_name"":""Central River""},{""adm1_code"":1287,""adm1_name"":""Lower River""},{""adm1_code"":1288,""adm1_name"":""North Bank""},{""adm1_code"":1289,""adm1_name"":""Upper River""},{""adm1_code"":1290,""adm1_name"":""West Coast""},{""adm1_code"":112869,""adm1_name"":""Kanifing Municipal Council""}]","[{""gid_1"":""GMB.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""bufhaus1"",""name_1"":""Banjul""},{""gid_1"":""GMB.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Lower River""},{""gid_1"":""GMB.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Maccarthy Island""},{""gid_1"":""GMB.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""North Bank""},{""gid_1"":""GMB.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Upper River""},{""gid_1"":""GMB.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Western""}]",2016-01-21,2025-12-20
2016-9020-MDG,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,MDG,Madagascar,Sub-Saharan Africa,Africa,"Ambovombe-Androy, Bekily, Beloha, Tsihombe districts (Androy province), Amboasary-Atsimo, Taolagnaro districts (Anosy province), Ampanihy Ouest, Betioky Atsimo districts (Atsimo Andrefana province)",El Nino,Food shortage,Yes,No,Yes,,,Km2,,,,2016,1,,2017,1,,,,1140000,,1140000,,,,,,,76.5112162,"[{""adm2_code"":154531,""adm2_name"":""Ambovombe-Androy""},{""adm2_code"":154532,""adm2_name"":""Bekily""},{""adm2_code"":154533,""adm2_name"":""Beloha""},{""adm2_code"":154534,""adm2_name"":""Tsihombe""},{""adm2_code"":154535,""adm2_name"":""Amboasary-Atsimo""},{""adm2_code"":154537,""adm2_name"":""Taolagnaro""},{""adm2_code"":154538,""adm2_name"":""Ampanihy Ouest""},{""adm2_code"":154542,""adm2_name"":""Betioky Atsimo""}]","[{""gid_1"":""MDG.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""within2_1"",""name_1"":""Toliary""},{""gid_1"":""MDG.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""within2_1"",""name_1"":""Toliary""}]",2016-02-03,2025-12-20
2016-9065-SSD,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,SSD,South Sudan,Sub-Saharan Africa,Africa,"Western Bahr El Ghazal, Northern Bahr El Ghazal, Warab, Unity, Upper Nile, Jonglei, El Buheyrat, Western Equatoria, Central Equatoria, Eastern Equatoria provinces",,Famine,No,No,No,,,Km2,,,,2016,2,,2016,11,,,,3600000,,3600000,,,,,,,76.5112162,"[{""adm1_code"":2746,""adm1_name"":""El Buheyrat""},{""adm1_code"":2747,""adm1_name"":""Unity""},{""adm1_code"":2748,""adm1_name"":""Central Equatoria""},{""adm1_code"":2750,""adm1_name"":""Eastern Equatoria""},{""adm1_code"":2751,""adm1_name"":""Jonglei""},{""adm1_code"":2754,""adm1_name"":""Northern Bahr El Ghazal""},{""adm1_code"":2765,""adm1_name"":""Warab""},{""adm1_code"":2766,""adm1_name"":""Western Bahr El Ghazal""},{""adm1_code"":2768,""adm1_name"":""Western Equatoria""},{""adm1_code"":37021,""adm1_name"":""Upper Nile""}]","[{""gid_1"":""SSD.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""West Equatoria""},{""gid_1"":""SSD.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Central Equatoria""},{""gid_1"":""SSD.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Eastern Equatoria""},{""gid_1"":""SSD.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jungoli""},{""gid_1"":""SSD.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Lakes""},{""gid_1"":""SSD.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Unity""},{""gid_1"":""SSD.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Upper Nile""},{""gid_1"":""SSD.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""West Bahr-al-Ghazal""},{""gid_2"":""SSD.5.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Aryat""},{""gid_2"":""SSD.5.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Aweil""},{""gid_2"":""SSD.5.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Nahr Lol""},{""gid_2"":""SSD.5.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Wanjuk""},{""gid_2"":""SSD.8.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Gogrial""},{""gid_2"":""SSD.8.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Malek""},{""gid_2"":""SSD.8.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Tonj""},{""gid_2"":""SSD.8.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Warab""}]",2016-03-15,2025-12-20
2018-9191-NAM,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,NAM,Namibia,Sub-Saharan Africa,Africa,"Hardap, Kavango East, Khomas, Kunene, Ohangewna, Omusati, Omaheke, Zambezi",,Food shortage,Yes,Yes,Yes,,,Km2,,,,2018,10,,2020,12,,,,556000,,556000,,,,,,,80.04959626,"[{""adm1_code"":2137,""adm1_name"":""Caprivi""},{""adm1_code"":2139,""adm1_name"":""Hardap""},{""adm1_code"":2141,""adm1_name"":""Kavango""},{""adm1_code"":2142,""adm1_name"":""Khomas""},{""adm1_code"":2143,""adm1_name"":""Kunene""},{""adm1_code"":2144,""adm1_name"":""Ohangwena""},{""adm1_code"":2145,""adm1_name"":""Omaheke""},{""adm1_code"":2146,""adm1_name"":""Omusati""}]","[{""gid_1"":""NAM.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Zambezi""},{""gid_1"":""NAM.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Hardap""},{""gid_1"":""NAM.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kavango""},{""gid_1"":""NAM.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Khomas""},{""gid_1"":""NAM.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kunene""},{""gid_1"":""NAM.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Ohangwena""},{""gid_1"":""NAM.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Omaheke""},{""gid_1"":""NAM.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Omusati""}]",2019-05-08,2025-12-20
2019-9109-SOM,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,SOM,Somalia,Sub-Saharan Africa,Africa,"Awdal, Woqooyi Galbeed, Togdheer, Sanaag, Sool, Nugaal, Bari regions",Dry conditions,Food shortage,No,No,No,,,Km2,,,,2019,2,,2019,10,,,,1500000,,1500000,,,,,,,81.50030941,"[{""adm1_code"":2688,""adm1_name"":""Awdal""},{""adm1_code"":2702,""adm1_name"":""Sanaag""},{""adm1_code"":2703,""adm1_name"":""Sool""},{""adm1_code"":2704,""adm1_name"":""Togdheer""},{""adm1_code"":2705,""adm1_name"":""Woqooyi Galbeed""}]","[{""gid_1"":""SOM.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sanaag""},{""gid_1"":""SOM.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sool""},{""gid_1"":""SOM.17_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Togdheer""},{""gid_1"":""SOM.18_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Woqooyi Galbeed""},{""gid_1"":""SOM.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Awdal""}]",2019-03-13,2025-12-20
2019-9145-KEN,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:DR-2019-000024,,KEN,Kenya,Sub-Saharan Africa,Africa,"West Pokot, Tharaka Nithi, Samburu, Nyeri (Kieni), Marsabit, Mandera, Lamu, Laikipia, Kitui, Kilifi, Isiolo, Garissa, Embu, Baringo, Turkana, Wajir",Two consecutive poor rainy seasons,Food shortage,Yes,No,No,,,Km2,,,,2019,1,,2019,9,,,,2600000,,2600000,,,,,,,81.50030941,"[{""adm2_code"":51338,""adm2_name"":""Nyeri""},{""adm2_code"":51340,""adm2_name"":""Kilifi""},{""adm2_code"":51342,""adm2_name"":""Lamu""},{""adm2_code"":51347,""adm2_name"":""Embu""},{""adm2_code"":51348,""adm2_name"":""Isiolo""},{""adm2_code"":51349,""adm2_name"":""Kitui""},{""adm2_code"":51352,""adm2_name"":""Marsabit""},{""adm2_code"":51359,""adm2_name"":""Tharaka""},{""adm2_code"":51361,""adm2_name"":""Garissa""},{""adm2_code"":51363,""adm2_name"":""Mandera""},{""adm2_code"":51364,""adm2_name"":""Wajir""},{""adm2_code"":51377,""adm2_name"":""Baringo""},{""adm2_code"":51384,""adm2_name"":""Laikipia""},{""adm2_code"":51389,""adm2_name"":""Samburu""},{""adm2_code"":51392,""adm2_name"":""Turkana""},{""adm2_code"":51394,""adm2_name"":""West Pokot""}]","[{""gid_2"":""KEN.1.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Baringo Central""},{""gid_2"":""KEN.1.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Baringo North""},{""gid_2"":""KEN.1.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Baringo South""},{""gid_2"":""KEN.1.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Tiaty""},{""gid_2"":""KEN.14.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Ganze""},{""gid_2"":""KEN.14.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kaloleni""},{""gid_2"":""KEN.14.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kilifi North""},{""gid_2"":""KEN.14.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kilifi South""},{""gid_2"":""KEN.14.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Rabai""},{""gid_2"":""KEN.18.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kitui Central""},{""gid_2"":""KEN.18.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kitui East""},{""gid_2"":""KEN.18.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kitui Rural""},{""gid_2"":""KEN.18.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kitui South""},{""gid_2"":""KEN.18.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kitui West""},{""gid_2"":""KEN.20.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Laikipia East""},{""gid_2"":""KEN.20.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Laikipia North""},{""gid_2"":""KEN.20.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Laikipia West""},{""gid_2"":""KEN.21.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Lamu East""},{""gid_2"":""KEN.21.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Lamu West""},{""gid_2"":""KEN.24.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Banissa""},{""gid_2"":""KEN.24.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Lafey""},{""gid_2"":""KEN.24.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Mandera East""},{""gid_2"":""KEN.24.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Mandera North""},{""gid_2"":""KEN.24.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Mandera South""},{""gid_2"":""KEN.24.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Mandera West""},{""gid_2"":""KEN.24.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""unknown 1""},{""gid_2"":""KEN.25.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Laisamis""},{""gid_2"":""KEN.25.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""North Horr""},{""gid_2"":""KEN.25.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Saku""},{""gid_2"":""KEN.36.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kieni""},{""gid_2"":""KEN.36.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Mathira""},{""gid_2"":""KEN.36.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Mukurweini""},{""gid_2"":""KEN.36.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Nyeri Town""},{""gid_2"":""KEN.36.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Othaya""},{""gid_2"":""KEN.36.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Tetu""},{""gid_2"":""KEN.37.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Samburu East""},{""gid_2"":""KEN.37.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Samburu North""},{""gid_2"":""KEN.37.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Samburu West""},{""gid_2"":""KEN.41.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Igembe South""},{""gid_2"":""KEN.41.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Tharaka""},{""gid_2"":""KEN.43.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Loima""},{""gid_2"":""KEN.43.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Turkana Central""},{""gid_2"":""KEN.43.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Turkana East""},{""gid_2"":""KEN.43.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Turkana North""},{""gid_2"":""KEN.43.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Turkana South""},{""gid_2"":""KEN.43.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Turkana West""},{""gid_2"":""KEN.43.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""unknown 2""},{""gid_2"":""KEN.46.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Eldas""},{""gid_2"":""KEN.46.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Tarbaj""},{""gid_2"":""KEN.46.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Wajir East""},{""gid_2"":""KEN.46.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Wajir North""},{""gid_2"":""KEN.46.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Wajir South""},{""gid_2"":""KEN.46.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Wajir West""},{""gid_2"":""KEN.47.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kacheliba""},{""gid_2"":""KEN.47.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kapenguria""},{""gid_2"":""KEN.47.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Pokot South""},{""gid_2"":""KEN.47.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Sigor""},{""gid_2"":""KEN.47.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""unknown 3""},{""gid_2"":""KEN.6.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Manyatta""},{""gid_2"":""KEN.6.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Runyenjes""},{""gid_2"":""KEN.7.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Balambala""},{""gid_2"":""KEN.7.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Daadab""},{""gid_2"":""KEN.7.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Fafi""},{""gid_2"":""KEN.7.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Garissa Township""},{""gid_2"":""KEN.7.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Lagdera""},{""gid_2"":""KEN.9.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Isiolo North""},{""gid_2"":""KEN.9.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Isiolo South""}]",2019-04-11,2025-12-20
2019-9619-BWA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,BWA,Botswana,Sub-Saharan Africa,Africa,Botswana’s Okavango Delta,,Food shortage,No,No,Yes,,,Km2,,,,2019,,,2019,12,,,,38000,,38000,,,,,,,81.50030941,"[{""adm1_code"":660,""adm1_name"":""Ngamiland""}]","[{""gid_1"":""BWA.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""North-West""}]",2019-12-13,2025-12-20
